Generator,bus,carrier,p_nom,control,type,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_min_pu,p_max_pu,p_set,q_set,sign,marginal_cost_quadratic,build_year,lifetime,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt,province,marginal_cost,capital_cost,notes
Carlos_Mora,159,hydro,2.4,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,2.4,,45.0,2806.0,"Long lifetime (50yr), CF=0.50 → low LCOE consistent with IRENA hydro."
Loreto,111,hydro,2.3,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,2.3,,45.0,2806.0,"Long lifetime (50yr), CF=0.50 → low LCOE consistent with IRENA hydro."
Salinas,288,solar,2.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,2.0,Imbabura,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
La_Calera,111,hydro,2.5,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,2.5,,45.0,2806.0,"Long lifetime (50yr), CF=0.50 → low LCOE consistent with IRENA hydro."
Payamino,161,oil,2.5,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,2.5,,180.0,1100.0,High LCOE due to fuel cost; fuel cost dominates.
Loreto1,161,oil,2.25,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,2.25,,180.0,1100.0,High LCOE due to fuel cost; fuel cost dominates.
Dayuma,161,oil,2.25,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,2.25,,180.0,1100.0,High LCOE due to fuel cost; fuel cost dominates.
Los_Chillos,280,hydro,1.76,Slack,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.76,,45.0,2806.0,"Long lifetime (50yr), CF=0.50 → low LCOE consistent with IRENA hydro."
Pichacay,65,biomass,2.12,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,2.12,,95.0,3000.0,"Assumes CF=0.80, CRF=0.0858, FOM≈4%; aligns with IRENA biomass LCOE ranges."
Geppert,278,hydro,1.65,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.65,,45.0,2806.0,"Long lifetime (50yr), CF=0.50 → low LCOE consistent with IRENA hydro."
La_Playa,83,hydro,1.43,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.43,,45.0,2806.0,"Long lifetime (50yr), CF=0.50 → low LCOE consistent with IRENA hydro."
Ulba,110,hydro,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,,45.0,2806.0,"Long lifetime (50yr), CF=0.50 → low LCOE consistent with IRENA hydro."
Tren_Salinas,288,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,Imbabura,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Brineforcorp,291,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,Santo Domingo de los Tsachilas,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Solsantros,123,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,El Oro,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Saracaysol,123,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,El Oro,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Sanersol,123,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,El Oro,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
San_Pedro,159,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,El Oro,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
San_Pedro1,159,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,El Oro,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
San_Pedro2,159,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,El Oro,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Gonzanergy,159,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,El Oro,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Gonzanergy1,159,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,El Oro,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Gonzanergy2,159,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,El Oro,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Surenergy,159,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,El Oro,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Solsantonio,123,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,El Oro,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Solhuaqui,123,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,El Oro,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Solchacras,123,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,El Oro,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Electrisol,111,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,Pichincha,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Mulalo,66,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,Tungurahua,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Pastocalle,66,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,Tungurahua,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
El_Laurel,288,hydro,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,,45.0,2806.0,"Long lifetime (50yr), CF=0.50 → low LCOE consistent with IRENA hydro."
Paragachi,83,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,Imbabura,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Wildtecsa,181,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,Bolivar,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Sansau,181,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,Bolivar,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Genrenotec,271,solar,0.99,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,0.99,Guayas,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Altgenotec,271,solar,0.99,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,0.99,Guayas,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Uravia,111,hydro,0.99,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,0.99,,45.0,2806.0,"Long lifetime (50yr), CF=0.50 → low LCOE consistent with IRENA hydro."
Corazon,111,hydro,0.99,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,0.99,,45.0,2806.0,"Long lifetime (50yr), CF=0.50 → low LCOE consistent with IRENA hydro."
Gualaceo,65,hydro,0.97,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,0.97,,45.0,2806.0,"Long lifetime (50yr), CF=0.50 → low LCOE consistent with IRENA hydro."
Buenos_Aires,288,hydro,0.98,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,0.98,,45.0,2806.0,"Long lifetime (50yr), CF=0.50 → low LCOE consistent with IRENA hydro."
Hidrocarolina,288,hydro,0.92,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,0.92,,45.0,2806.0,"Long lifetime (50yr), CF=0.50 → low LCOE consistent with IRENA hydro."
Sabiango_Solar,123,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,El Oro,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Renova_Loja,159,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,El Oro,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Lojaenergy,159,solar,1.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,1.0,El Oro,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Fabrica_Imbabura,288,hydro,0.79,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,0.79,,45.0,2806.0,"Long lifetime (50yr), CF=0.50 → low LCOE consistent with IRENA hydro."
Enersol,273,solar,0.5,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,0.5,Manabi,35.0,758.0,"CF=0.22, CRF=0.0858; consistent with IRENA 2023 PV LCOE bands."
Sillunchi_I,111,hydro,0.1,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,0.1,,45.0,2806.0,"Long lifetime (50yr), CF=0.50 → low LCOE consistent with IRENA hydro."
Tilivi,11,hydro,0.1,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,0.1,,45.0,2806.0,"Long lifetime (50yr), CF=0.50 → low LCOE consistent with IRENA hydro."
LS_1,1,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_3,3,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_4,4,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_5,5,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_7,7,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_8,8,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_10,10,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_11,11,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_12,12,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_14,14,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_16,16,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_17,17,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_19,19,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_21,21,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_22,22,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_24,24,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_25,25,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_26,26,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_28,28,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_30,30,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_32,32,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_33,33,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_34,34,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_36,36,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_38,38,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_40,40,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_42,42,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_43,43,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_45,45,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_47,47,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_48,48,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_50,50,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_51,51,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_52,52,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_53,53,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_55,55,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_56,56,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_58,58,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_60,60,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_62,62,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_64,64,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_65,65,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_66,66,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_68,68,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_69,69,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_71,71,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_73,73,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_75,75,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
LS_77,77,load_shedding,10000.0,PQ,,0.0,False,0.0,inf,0.0,1.0,0.0,0.0,1.0,0.0,0,inf,1.0,False,0.0,0.0,0.0,0,0,1,0,,,1.0,1.0,1.0,10000.0,,1000000.0,10000000000.0,
